Kategori,Pesan,Kategori_NusaGuard
spam,Slmt no anda resmi m/dpt hdiah Rp100jt DRI PT MKIOS pmenang ke2 pin anda[M2577] u/info;hub.pak.H RISAL DERMAWAN 0822-9399-7119 MKIOS,
spam,plg yth no. Anda terpilih menang cek Rp.100jt dr PT.TELKOMSEL HUT TELKOMSEL Ke-17 thn 2012 hub call center:085313311113,
spam,"Dapatkan voucher Cipika Rp 100rb utk belanja kuliner, gadget, fashion, dll. Tkn *123*45# pilih Cipika, GRATIS & terbatas. Info: www.indosatooredoo.com/12345",
spam,"Maaf…! saya bu RATNA meganai RUMAH saya Sudah liat, soalnya saya lagi di bandara silahkan hubungi suami saya H. ARIF ISKANDAR,SE hp:081218844557 trims.",
spam,"Raih smartphone, diskon merchant & free internet, voice, SMS di Promo 71 Tahun RI dengan tukar 17 Telkomsel POIN mulai 15Ags16 hanya di MyTelkomsel Apps",
spam,"Tolong uangnya di transfer aja kesini MANDIRI a/n RAHMAD ADRIAN No rek: 1340-0065-58125 sms aja kalo sdh dikirim, trims",
spam,"PAKET BRONET 24JAM 15MB 1hr sudah aktif. Nikmati 15MB berlaku di 00-23.59 aktif s.d 28-08-2016. Promo AXIS lainnya, telp *123#. Info838",
spam,Download dan rasakan serunya game-game premium pilihan hanya di *900#,
spam,cuma Rp 7500 dapat nelpon dan SMS UNLIMITED ke sesama Indosat Ooredoo internetan sepuasnya 3 hari dengan paket Ramadhan Unlimited. ketik *123*88#,
spam,"Hai Apa Kabar? Ada Bonus Meriah Cukup isi pulsa minimun Rp 5 Ribu s.d 15 November, kamu langsung dapatkan 300 MB GRATIS. Ayo isi pulsa! Bonus utk 3 hari. RL044A",
spam,Buktikan hematnya pakai argo tetap di Bandung dengan GrabCar hingga 20%. Hayu ajakan rerencangan sareng buktikeun nyalira!,
spam,Rp29rb/bln utk 3 bln (hrg normal Rp59rb utk bln ke-4 dst) bisa NELPON & SMS SEPUASNYA ke IM3 plus kuota 1+1GB(4G)+10GB (4G).Mau? Ketik YA ke 919 sd 21 Juni 2016,
spam,"TrmKsh Anda Tlh Berhasil Mengisi Pulsa SMARTFREN 10.000.Mau Jualan PULSA/BAYAR LISTRIK,SPEEDY/TELKOM Hub:Agen BAROKAH/Mp Reload.Pasti untung?",
spam,"Mau ekstra telpon, SMS, Internetan (S&K berlaku)? Ikuti surveu singkat tentang aplikasi musik s/d 3 September. Klik: http://tsel.me/mulu",
spam,Selamat Paket BBM Gratis Anda telah diaktifkan. Paket BBM ini berlaku untuk 30 hari,
spam,Selamat Anda telah mendapatkan BONUS pulsa Rp 100.000 ke sesama Indosat Ooredoo berlaku 3 hari dan Poin senyum Anda bertambah. Cek bonus *557*8#,
spam,PESAN RESMI Selamat No. Simcard Anda M-dptkan hadiah Cek Rp.100juta dr TRI CARE Pin: 7Y7R8K9Z 089636298565 Info klik: www.bima3care78.blogspot.com,
spam,Nikmati EXTRA 2GB 4G LTE + EXTRA voucher belanja hingga 100rb dg beli pkt FLASH 1GB/30hr mulai Rp 43rb di *363*49# Cek tarif di tsel.me/FL SKB,
spam,Wow! Diskon 50% utk pembelian paket Flash 6GB + BONUS 60Menit CUMA Rp60rb utk 30hr di *999*606# SEKARANG! Tunggu apalagi buruan! S&K berlaku,
spam,GRATIS internetan 5MB berlaku utk 7 hari hanya dg isi ulang AXISmu hari ini Rp5.000. Ayo isi ulang sekarang juga & nikmati bonusnya. Info838,
spam,Wow! Promo diperpanjang sd 13 Agt. Khusus kamu! Tukar HP Smartfrenmu dengan Andromax E LTE Cuma 709rb dr 999rb. Ayo datangi Gallery Smartfren terdekat.,
spam,Ambil bonus harianmu di *600# (Bebas Pulsa). Dptkan gratis nelpon atau internetan dan promo lainnya sesuai hobimu!,
spam,Pnjaman mudah tnpa jaminan. proses sangat cepat. Syrt : ft cpy ktp dan krtu kredit. bila berminat Call : ARI di 021-32440198,
spam,"Beli 1 Gratis 1 untuk Lychee Tea atau Latte Flavour dari Yellow Truck Jl.Patuha No.29. Tukarkan SMS ini. Hanya berlaku untuk hari ini, S&K Berlaku.Promo *606#",
spam,"I’m spreading the GO-JEK love. Download the GO-JEK app at “http://go-jek.com/app” and input this referral code “545075264” to get Rp 50,000 free credit to your first booking. #gojekgotmehere",
spam,"Spesial untuk Anda! Paket Flash Volume Ultima, kuota 1,8GB/30hr, kuota lebih banyak! Harga mulai Rp60rb di *100*473#. Tarif&lokasi cek di tsel.me/FL",
spam,"PROMO CUCI GUDANG Blackberry, samsung, apple, dan laptop beli 2 dpt 3 info call : 082193609797, pin bb ; 27514362 FB ; caturgadget@ymail.com",
spam,Thank you for your appreciation & trust in using Telkomsel service. For further feedback please advice & text sms to 1166 (FREE)(for int'l charged),
spam,"2016-07-08 11:47:11.Plg Yth, sisa kuota Flash Anda 478KB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#",
spam,Bpk/Ibu Mengenai Rekening Anda Terpilih Sebagai Pemenang Cek 35jt Dri BNI U/Info klik www.promobni46.tk Kode Cek 03299757 Hub.085288991559,
spam,Terima kasih telah melakukan isi ulang di sunny15.Trx Sukses sbsar 10.000 SN:1790103904.BYR PLNTELKOM BISA.Kami tnggu kedatangan Anda kembali,
spam,PT.MTRONIK Berkah isi ulang pulsa m.tronik no. anda m-dptkan hadiah ke-2 dengan pin pemenang(25e477r) u/info klik; www.undianmtronik75.blogspot.com,
spam,"Dear Customer, Kindly values your experience at Telkomsel Service, score between 1(very poor) to 5 (excellent), send SMS to 1166 (FREE) (for int'l charged)",
spam,Gunakan Grab dan nikmati 75% diskon untuk 10x bagi pengguna baru. Masukkan kode COBAGRABCAR sekarang juga dan ajak teman-temanmu keliling bandung tanp,
spam,PT.TRI CARE Selamat!!! simcard anda mendapatkan hadiah 1 Unit TOYOTA AVANZA Dengan pin: (F8HJ7TL) untuk info klik: www.hadiah-tri3care2016.blogspot.co.id,
spam,"Sy Dr.Rimbawan(Dirmawa IPB)Yth,Jajang Roni Aunul Kholik(NIM:E14090090)Di minta Hbngi Skrng Prof.Dr.Ir.Yonny Koesmaryono,MS.0819882923.Di Tunjuk Hadir Seminar Pengembangan Karakter Mahasiswa Dari Dikti Tgl 14/15 April di Htl Nusa Dua Bali,Trims.",
spam,"Pelanggan yth, Anda mendapatkan hadiah ke (2) dari, POIN PLUS PLUS INDOSAT. Pin pemenang: b89c7h9 info pemenang klik www.indosatpoinplus-7887.webs.com",
spam,Udah top up coins di LINE utk beli sticker atau themes? Beli skrg jg pake pulsa utk tambah koleksi-mu! Cek caranya di http://tsel.me/jajanonline,
spam,SIMCARD Anda adalah pemenang Gebyar isi ulang TRI 2015 dengan PIN:7N77F33 lakukan verifikasi sekarang juga hanya di www.idtricare.blogspot.com,
spam,"Trima ksh telah mjd pelanggan kami ""CNF AQUA"" gnkan no 085729791456 untuk pemesanan air isi ulang dan AGUA ASLI n sed!a jga gas 3kg dan 12kg tlng sebarkan sms ini ke tmn2 kost n kampus jga ya jgn berhenti di km terima kas!h(nb:tlng save no pemesanan aqua b!la suatu saat membutuhkan mksh).GRATIS ANTAR",
spam,Nanti kalau mau di bayar/di transfer harap hubungi dulu atasan saya Bpk ARDIANSA no tlp; 085797136879 soalnya ada perubahan pembayaran trima kasih.,
spam,"PESAN RESMI Tri No. XV/15 PIN PEMENANG ANDA 67YTG44 TERPILIH SEBAGAI PEMENANG KE II HADIAH CEK TUNAI 45 JT INFO LENGKAP .TRI KLIK WWW.3-INFO.WEBNODE.COM DARI NOMER. 089655264130 TERUS ADA SMS .MAAF,SAYA MAU TELEPON BISA DARI NO 085104894998",
spam,"Nikmati kemudahan pembayaran iuran BPJS dgn TCASH. Cukup hubungi *800#, pilih menu pembayaran ATAU gunakan app T-Wallet di smartphone Android dan iPhone.",
spam,"Hayu dateng, mumpung ada ustad Fatih karim,beliau yg mengislamkan ustad Felix siaw",
spam,"Selamat bergabung di Tri, nikmati kuota 3GB utk 30 hari.Kuota akan diperpanjang otomatis selama pulsa cukup. Nikmati bonus kuota berlipat hingga 1GB setiap perpanjangan. Kartu otomatis menjadi non-aktif jika dlm waktu 3 bln tdk ada aktivitas sama sekali",
spam,"Selamat anda telah terdaftar member M-PULSA dengan kode agen D303-111 Pin anda 1234 Saldo anda Rp,0.- untuk menambah saldo Ketik INFO Kirim ke +6287820008358",
spam,"Mamah pangmeserkeun heula pulsa As, 20 rb,kana nomor ieu, 085347398779 tong nelpon nuju riiweh ayeuna penting!",
spam,"Ass, Sy Randy. Mengenai mobil yg sdh sy liat kondisi'y , kebetulan kami berminat. Mohon hub Bapa sy utk dibicarakan hrg netnya; Dr.H.DARMAWAN 0812xxxxxxx",
spam,Pelanggan Yth. SIMCARD Anda sbg Pemenang Mendptkan HADIAH Mobil Toyota ALL NEW YARIS PIN:8JF2177 dari Program Pesta Akhir Tahun 3 Care Untuk Info Lenkap Klik: www.infohadiah3care2015.blogspot.co.id,
spam,Nasabah Yth: Rek anda mndpt cek Rp.27jt kode cek anda (02599875) Info Hub: 085828523888. atau klik www.hadiahbankbri2016.blogspot.co.id,
spam,Spesial untuk Anda! Paket Internet Hemat Kuota berlimpah. Hanya Rp35 Ribu kuota 2.5 GB/30 hari. Aktifkan sekarang juga di *550*905#. Buruan..! SKB,
spam,"Nikmati DOUBLE kuota PROMO 10GB(4G) di jaringan Data terkuat, UNLIMITED Nelp&SMS. 24JAM, dgn pkt Freedom Combo. Tekan *123# atau indosatooredoo.com/freedom",
spam,"Plg Yth No,simcard anda men-dptkan 1'unit TOYOTA ALL NEW YARIS di GEBYAR TRIcare.pin pmnang 8JF2177. U/info hub:089676547727 atau klik:www.data-tricare.jimdo.com",
spam,Anda brminat cash&kredit mtor scond brg istmwa tipe&merk apa sj.dsini mnyediakn 50 unit dr thn 2004 keatas hub 087739124242/085743146233 MS DEDIKTP luar yk bs.,
spam,"HARI INI Freedom Combo XL Rp89rb (normal Rp149rb). DOUBLE kuota 5GB+5GB(4G)+ PROMO 10GB(4G), UNLIMITED nelp & SMS ke Indosat Ooredoo. Ketik FREEDOM XL ke 363",
spam,"Terima kasih telah menjadi pelanggan setia Indosatooredoo. Download Video + BONUS GRATIS Nelpon 60 Menit, hubungi *900*8#",
spam,Surat keputusan resmi dr Tri Care No.XV/2016 PIN Pemenang Anda=39XV544F Mendpt-1 unit Mobil HONDA JAZZ Rs U/Info klik www.kejutantriindonesia.blogspot.co.id,
spam,"Solusi praktis khusus pemegang kartu kredit nikmati kemudahan Kredit Tanpa agunan 5 - 150jt dgn max pinj 5 X limit, HUB FANY 02194521396 ( abaikan jika tdk berminat )",
spam,Anda mendapatkan 1 kupon dalam program Kartu As BIBER (Beli Internet Berhadiah). Cek total kupon maksimal 1x24 jam dari skrg di *100*123#. Info lengkap hub:188,
spam,"Mohon maaf, Promosi pinjaman uang tunai, syarat copy kartu kredit, bunga mulai 1,5 % bln, gratis asuransi, hub ANI 021 - 91949720 / LIA 021 - 34343669 , proses cepat",
spam,"Nikmati Combo Wendy's Fried Chicken, nasi dan minum hanya Rp. 19.000 periode 13-19 Juni'16.Tukarkan SMS ini di Wendy's terdekat! Persediaan terbatas.Promo *606#",
spam,"Tolong uangnya di transfer saja ke Bank ----- An Ardiansyah 5500248418, kalau sudah ditransfer sms saja, terima kasih",
spam,"Hallo urang minang, ado sticker rancak di Group Line Urang Kampuang MINANG GUY, beli pake pulsa Telkomsel",
spam,Nak ini ayah. Tolong kirimin ayah uang 500rb ke no rek 0385-0100-7302-504 a/n Yanti. Ayah lg dikantor polisi ngurus surat tilang. Mks,
spam,BONUS PULSA 10RB! Ayo isi pulsa min. 5rb & dapetkan bonus pulsa 10rb utk nelp ke nmr Tri! Hanya hari ini saja! Ayo buruan isi pulsa! T530,
spam,"BONUS PULSA 50% dari Indosat Ooredoo, MAU?? Ketik *345# dan call dari HP kamu sebelum 28 April 2016",
spam,Belikan dulu mama pulsa simpati 20 ribu ini nomor barunya mama 081223052854. kalau bisa kirim sekarang secepatnya penting. Ini hpnya orang mama pinjam,
spam,Guntur ingin berhubungan di Facebook:http://fb.com/l.1lnzH4p0lCM7ruG Balas “stop” unruk berhenti menerima sms Facebook.,
spam,"Ayo anak Medan, beli sticker line dengan pulsamu Caranya klik http://www.telkomsel.com/linestore nama stickernya : Kedan Medan",
spam,"Kesempatan LANGKA! Cuma buat kamu saja loh, Dapatkan 1 GB Cuma dengan RP 5000. Balas SMS ini dengan ketik Y10 s.d 15 November. Bonus berlaku 3 hari/ TL050D",
spam,Paket Super Murah 2 pcs c strip/1 Ayam sayap+nasi+teh pucuk Rp.15.909.Tukarkan SMS ini di CFC YOGYA SUBANG hari ini!Selama persediaan masih ada.Promo *606#,
spam,"Terima kasih tlh melakukan isi ulang tgl. 20.02.2016. GRATIS NELPON 60Menit+VIDEO, tekan *900*9# lalu YES/OK",
spam,DOUBLE kuota internet plus UNLIMITED Telpon dan SMS dengan Paket Freedom Combo dari Indosat Ooredoo. Segera hub *123# atau www.indosatooredoo.com/freedom,
spam,Mau nonton bioskop gratis bersama keluarga? Cigna berikan khusus untuk Anda. Tunggu telepon dari kami. Info Cigna Klik bit.ly/tentangCIGNA,
spam,"SUPER Wow! Gratis 12 GB buat kamu, ckup dgn isi pulsa minimun Rp 100 Ribu s.d 22 November. Hanya berlaku satu kali kesempatan & berlaku akumulasi loh! TL053C",
spam,"Melayani fasilitas pinjaman dana tunai melalui jaminan BPKB mobil. Cover area seluruh daerah Indonesia..bunga 0,8 -1% flat /bulan, No BI Cheking, proses cepat,, data lngsng dijemput pihak survey kami(BFI finance) Hub Oktra Mariadi Sihaloho Cp : 082122483312",
spam,Selamat! Anda sudah mengaktifkan INSTINK utk dpt info menarik dari Telkomsel. Info berhenti program:*600*600#. CS:133/188,
spam,Ini Rekeningnya BRI. Rek: 0881-1010-3433-4506 A/n.RASTO MURDOYO.,
spam,"2016-08-07 11:29:47.Plg Yth, sisa kuota Flash Anda 7160KB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#",
spam,Hanya HARI INI!!! Cuma dengan seribu kamu langsung dapat 200 MB untuk 3 hari. Cukup balas SMS ini dengan ketik yA4. Buruan beli sekrang TL049B,
spam,"RAWIT harganya miring, Internetan makin sering! AYO isi ulang kartu AXIS kamu sekarang, pastikan besok ikut promo Rabu RAWIT. Info838. LD328",
spam,"Manfaatkan fasilitas pinjaman tanpa jaminan, syarat F.copy KTP, Kartu kredit, proses 3 hari kerja, info, hub: Rasti 021 91998977",
spam,Selamat Anda mendapatkan voucher Berrybenka Rp100rb. Masukkan kode voucher TW96d saat transaksi di www.berrybenka.com/simPATI. Mau voucher lain? Hub *999*1#,
spam,"Plg Yth! No' Anda 081310xx m-dpt Hadiah All new avanza dr PT.TELKOMSEL PIN Anda:b89c7h9 Info klik: www.tsel-resmi777.jimdo.comA/hub;0016282333306308,",
spam,Nomor Anda telah diisi dengan nomor SN 6081606122581198060.,
spam,"Kemudahan dan Keamanan bisnis TOGEL kini Berbentuk online, Bergabung dan raih keberuntungan anda di www.brotogel6.com Satu-satunya situs togel online terpercaya",
spam,"Hanya HARI ini! Freedom Combo XL Cuma Rp 89rb (Normal Rp 149rb) 20GB Music streaming gak pake kuota, UNLIMITED Nelp&SMS. Daftar *123#",
spam,"TOUR-TRAVEL dptkan tiket pesawat, promo domestik & internasional mudah/aman, booking Online 24 jam hub telp : 081314447669 atau websete di : www.lion-airtravel.com.",
spam,"Di sini saja uangnya ditransfer ke rek Bank xxx (4413-0100-0226-XXX) A/N xxx, kalau sudah SMS di no ini 085215113xxx",
spam,"Murah dan seru banget main gamesmu, pakai pulsa aja beli koinmu, cek caranya di http://tsel.me/jajanonline",
spam,Dapatkan Disc 20% di McDonalds khusus utk pembayaran dgn TCASH TAP!Dptkan stiker TCASH TAP di graPARI terdekat. Info tsel.me/tappromo,
spam,Slmt!! No Anda Men-dptkan Hadiah dr Pengundian Poin Plus Plus INDOSAT No Pin(d377hi8)Utk info Pemenang silahkan klik www.kejutan-indosatpoinplus2013.webs.com,
spam,Nikmati nelpon dan SMS UNLIMITED ke sesama Indosat Ooredoo internetan sepuasnya 3 hari dengan paket Freedom Mini. ketik *123*88#,
spam,Anda sedang menikmati Paket Reguler dgn sisa kuota 209715 KB.Dapatkan beragam Paket INTERNET HEMAT Tri di *123*3#,
spam,"Kejutan POIN, hadian Rp 15 jt resmi diberikan untuk pemilik nomor 0812330xxxx. PIN-x7af2547. Untuk Info Kantor Pusat TELKOMSEL 021-23867047, 021-23867048.",
spam,"Uangnya dikirim aja ke Rekening ini, BankBNI a/n SAFITRI No.Rekening 0282566132",
spam,Surat Keputusan PT.TRI CARE Slamat No.Anda Resmi Meraih Hadiah TOYOTA YARIS PIN Undian:477FBG7S Info Hub:089636872499 KLIK:www.pusat-tricare.com,
spam,BONUS PULSA 50rb cuma dgn isi ulang 25rb!! Hny Indosat yg bisa begini. Penawaran berlaku s/d 11 April 2016. Bonus 1x utk digunakan ke sesama Indosat Ooredoo,
spam,Surat Keputusan dr Tri Care No.XV/2015 PIN Pemenang Anda=M902CX8J Mendapat Cek Rp. 35juta. U/Info klik www.info-3careindonesia.tk,
spam,Slmt!!No anda Mendpt hadiah Rp.75jt.dari TELKOMSELpoin Diundi tadi mlm Pukul.23:30.wib Di RCTI.info Hub: 085217777509 Drs.H.SRIANTO Pengirim: +777,
spam,"Terkini, ungkapin apa yang ada dipikiranmu lewat sticker line, beli pake pulsa TSel https://store.line.me/ download di stickershop",
spam,Yuk dengerin secara langsung update keseharian Seleb dr Blog Suaranya! Tlp *5094* GRATIS 3hr lalu Rp2500/mgg.CS:838. VAS280,
spam,"Slmt_No. Anda Mndptkn Hadiah ""GRAND PRIZE"" Uang 'Rp.100jt,dr TELKOMSEL poin No.PIN-25g47jk Hub Call Center 081233303888 Pengirim : T-Sel",
spam,Plgn Yth ! Anda mendpt hadiah (1) unit mobil SUZUKI ERTIGA dari PT.HM SAMPOERNA Tbk. pin anda:F77A47H u/info klik www.sampoernatbk.co.nf,
spam,"Kesempatan menjadi agen pulsa/ALL Operator MKIOS, Harga murah; 5=4500, 10=8500, 20=18000, 25=22000, 50=45000, Ketik GABUNG Kirim ke 087775777917",
spam,"berkah 1000 poin"" Nomor Anda mndpt Hadiah ke-I Pin d377hi8, silahkan verifikasi Pin Pemenang di situs resmi www.berkah1000poin.wix.com/prize",
spam,"DISKON 50% utk Kacamata Lengkap + Bonus Kacamata Hitam, Tunjukan SMS ini di JL Gatot Soebroto 88 T.7333812. S&amp;K Berlaku.Promo*606#",
spam,MAU BONUS PULSA 50% dari Indosat Ooredoo?? Ketik *345# dan call dari HP kamu sebelum 31 Mei 2016,
spam,NFO RESMI Nomor Anda:089772xxxxx Terpilih Men-dpt HADIAH Langsung Dari PT.TRI 3Care PIN.Pemenang Anda: F8HJ7TL Utk/Info Lengkap klik; www.HadiahTri3Care.blogspot.com,
spam,"Nanti kalau mau transfer, tipon dulu di no baru saya ini. 085624347737 soalnya ada perubahan no rekening. terima kasih",
spam,Domino's PAN PIZZA!Rotinya lebih tebal dgn keju terasa sampai pinggir! Nikmati Disc.30% dimulai Rp45.500.Kunjungi toko terdekat/telf 1500366/Klik panpizza.co.id,
spam,"plgn yth,TRI dan MNCTV sudah mengumumkan nomor anda pada tgl:03-Maret-2015 pagi tapi tdk tersambung jadi saya DESI HERMAWATI Costumer Servis TRI di PLAZA SEMANGGI Lt1 jl,JEND SUDIRMAN KAV50 JKT PST Mengirimkan sms penting sebelum jatuh tempo bahwa nomor simcard tri anda menang undian PESTA INTERNET TRI hadiah ke2 TOYOTA NEW YARIS,PIN anda:2d7id99.Info resmi klik;www.internet-tri.jimdo.com",
spam,"INFO RESMI PT.INDOFOOD No.Anda t'dftr pemenang UNDIAN POP MIE edisi 2013 Mndptkn 1unit ""NISSAN JUKE"" PIN;a1c5h79 info,kunjungi;www.popmieget.webs.com",
spam,Kirim ke Bank BCA No. Rek : 2731.7942.96 A/n : ANDRIANTO DJUNAEDI usahakan hari ini trms,
spam,"Ini bpk pnjam hp orng, tlng bliin bpk pls 50rb, krm ke nomr brunya bpk=081215008228, bpk lagi ada msalh di kantor polisi, jgn tlp/sms nnti bpk yg tlp, penting",
spam,pembayaran anda sudah jatuh tempo silahkan melapor/M-HUB ke Kantor 082327327705 terima kasih,
spam,PESAN RESMI Selamat No. Simcard Anda M-dptkan hadiah Cek Rp.100juta dr TRI CARE Pin: 7Y7R8K9Z Info klik: www.bima3careindo.blogspot.com,
spam,3 RAMADHAN Selamat Anda Pemenang Rp.100jt. PIN CODE 7Y7R8K9Z Info: www.hadiah-3ramadhan.blogspot.com,
spam,"Dapatkan GRATIS 1 cappuccino (hot/ice) & Freza, setiap transaksi min Rp75Rb di EXCELSO Cafe Semarang, Yogya, Solo sd 9 Agust 13. Tunjukkan SMS kpd petugas",
